pair,entry_time,exit_time,days,entry_z,gross_pct,net_pct,exit_reason
AAVEUSDT/BTCUSDT,2022-07-18 00:00:00+00:00,2022-08-17 00:00:00+00:00,30,2.34,1.089,0.729,time_stop
BNBUSDT/ZECUSDT,2022-07-21 00:00:00+00:00,2022-08-03 00:00:00+00:00,13,2.12,-11.534,-11.894,spread_blowout
LINKUSDT/XRPUSDT,2022-07-29 00:00:00+00:00,2022-08-12 00:00:00+00:00,14,2.02,-14.072,-14.432,spread_blowout
BNBUSDT/BTCUSDT,2022-07-29 00:00:00+00:00,2022-08-04 00:00:00+00:00,6,2.81,-9.877,-10.237,spread_blowout
BNBUSDT/DOGEUSDT,2022-07-29 00:00:00+00:00,2022-08-28 00:00:00+00:00,30,2.4,-1.594,-1.954,time_stop
ADAUSDT/LINKUSDT,2022-07-29 00:00:00+00:00,2022-08-08 00:00:00+00:00,10,-2.57,-5.691,-6.051,spread_blowout
COTIUSDT/LINKUSDT,2022-07-29 00:00:00+00:00,2022-08-02 00:00:00+00:00,4,-2.15,17.12,16.76,converged
DOGEUSDT/XRPUSDT,2022-07-30 00:00:00+00:00,2022-08-14 00:00:00+00:00,15,-2.21,19.895,19.535,converged
BNBUSDT/ETHUSDT,2022-08-03 00:00:00+00:00,2022-09-02 00:00:00+00:00,30,2.09,5.571,5.211,time_stop
BNBUSDT/XRPUSDT,2022-08-04 00:00:00+00:00,2022-09-03 00:00:00+00:00,30,2.58,-0.041,-0.401,time_stop
AVAXUSDT/XRPUSDT,2022-08-06 00:00:00+00:00,2022-09-05 00:00:00+00:00,30,2.09,8.92,8.56,time_stop
AVAXUSDT/SOLUSDT,2022-08-06 00:00:00+00:00,2022-09-05 00:00:00+00:00,30,2.54,1.992,1.632,time_stop
COTIUSDT/XRPUSDT,2022-08-07 00:00:00+00:00,2022-08-17 00:00:00+00:00,10,2.01,11.048,10.688,converged
BTCUSDT/ZECUSDT,2022-08-09 00:00:00+00:00,2022-09-08 00:00:00+00:00,30,-2.15,0.819,0.459,time_stop
ETHUSDT/XRPUSDT,2022-08-12 00:00:00+00:00,2022-09-06 00:00:00+00:00,25,2.41,-15.228,-15.588,spread_blowout
COTIUSDT/ETHUSDT,2022-08-18 00:00:00+00:00,2022-09-06 00:00:00+00:00,19,-2.57,-7.309,-7.669,spread_blowout
COTIUSDT/XRPUSDT,2022-08-26 00:00:00+00:00,2022-09-03 00:00:00+00:00,8,-2.49,11.268,10.908,converged
AVAXUSDT/BNBUSDT,2022-08-27 00:00:00+00:00,2022-09-18 00:00:00+00:00,22,-2.18,-13.18,-13.54,spread_blowout
AVAXUSDT/ETHUSDT,2022-08-28 00:00:00+00:00,2022-09-27 00:00:00+00:00,30,-2.14,-0.951,-1.311,time_stop
AAVEUSDT/AVAXUSDT,2022-08-29 00:00:00+00:00,2022-09-28 00:00:00+00:00,30,2.05,-2.221,-2.581,time_stop
BTCUSDT/COTIUSDT,2022-09-16 00:00:00+00:00,2022-09-21 00:00:00+00:00,5,-2.07,-6.133,-6.493,spread_blowout
BTCUSDT/XRPUSDT,2022-09-16 00:00:00+00:00,2022-09-17 00:00:00+00:00,1,-3.91,-4.894,-5.254,spread_blowout
BNBUSDT/ETHUSDT,2022-09-21 00:00:00+00:00,2022-10-21 00:00:00+00:00,30,2.29,0.448,0.088,time_stop
BTCUSDT/SOLUSDT,2022-09-24 00:00:00+00:00,2022-10-13 00:00:00+00:00,19,-2.11,8.006,7.646,converged
AVAXUSDT/UNIUSDT,2022-09-27 00:00:00+00:00,2022-10-18 00:00:00+00:00,21,-2.42,-10.598,-10.958,spread_blowout
AVAXUSDT/BTCUSDT,2022-10-04 00:00:00+00:00,2022-11-03 00:00:00+00:00,30,-2.03,4.609,4.249,time_stop
BTCUSDT/UNIUSDT,2022-10-07 00:00:00+00:00,2022-11-06 00:00:00+00:00,30,-2.09,4.977,4.617,time_stop
AAVEUSDT/ADAUSDT,2022-10-14 00:00:00+00:00,2022-10-17 00:00:00+00:00,3,2.85,-6.04,-6.4,spread_blowout
AAVEUSDT/ETHUSDT,2022-10-18 00:00:00+00:00,2022-10-25 00:00:00+00:00,7,2.87,10.918,10.558,converged
AAVEUSDT/AVAXUSDT,2022-10-18 00:00:00+00:00,2022-10-23 00:00:00+00:00,5,2.99,-5.69,-6.05,spread_blowout
AAVEUSDT/ZECUSDT,2022-10-18 00:00:00+00:00,2022-11-04 00:00:00+00:00,17,2.34,-11.369,-11.729,spread_blowout
BTCUSDT/SOLUSDT,2022-10-20 00:00:00+00:00,2022-11-05 00:00:00+00:00,16,2.33,7.083,6.723,converged
AAVEUSDT/BTCUSDT,2022-10-23 00:00:00+00:00,2022-10-26 00:00:00+00:00,3,2.37,14.37,14.01,converged
AAVEUSDT/AVAXUSDT,2022-10-24 00:00:00+00:00,2022-10-31 00:00:00+00:00,7,2.67,13.77,13.41,converged
ETHUSDT/ZECUSDT,2022-10-26 00:00:00+00:00,2022-11-01 00:00:00+00:00,6,2.66,-10.265,-10.625,spread_blowout
AVAXUSDT/ETHUSDT,2022-10-26 00:00:00+00:00,2022-11-09 00:00:00+00:00,14,-2.72,20.114,19.754,converged
BNBUSDT/BTCUSDT,2022-10-30 00:00:00+00:00,2022-10-31 00:00:00+00:00,1,3.58,-4.251,-4.611,spread_blowout
AVAXUSDT/ZECUSDT,2022-10-31 00:00:00+00:00,2022-11-01 00:00:00+00:00,1,3.61,-3.392,-3.752,spread_blowout
AVAXUSDT/ZECUSDT,2022-11-02 00:00:00+00:00,2022-11-08 00:00:00+00:00,6,2.97,-13.936,-14.296,spread_blowout
AAVEUSDT/ETHUSDT,2022-11-09 00:00:00+00:00,2022-11-12 00:00:00+00:00,3,-2.7,-10.599,-10.959,spread_blowout
AVAXUSDT/ZECUSDT,2022-11-09 00:00:00+00:00,2022-11-10 00:00:00+00:00,1,3.41,-4.529,-4.889,spread_blowout
AVAXUSDT/BTCUSDT,2022-11-09 00:00:00+00:00,2022-12-09 00:00:00+00:00,30,2.44,11.761,11.401,time_stop
1000SHIBUSDT/AVAXUSDT,2022-11-12 00:00:00+00:00,2022-12-04 00:00:00+00:00,22,2.06,7.141,6.781,converged
1000SHIBUSDT/ETHUSDT,2022-11-13 00:00:00+00:00,2022-12-13 00:00:00+00:00,30,-2.01,-5.145,-5.505,time_stop
SOLUSDT/ZECUSDT,2022-12-01 00:00:00+00:00,2022-12-31 00:00:00+00:00,30,-2.68,11.76,11.4,time_stop
AVAXUSDT/ZECUSDT,2022-12-01 00:00:00+00:00,2022-12-31 00:00:00+00:00,30,-2.01,-0.126,-0.486,time_stop
ADAUSDT/ZECUSDT,2022-12-02 00:00:00+00:00,2022-12-18 00:00:00+00:00,16,-2.01,-12.938,-13.298,spread_blowout
BTCUSDT/SOLUSDT,2022-12-13 00:00:00+00:00,2023-01-09 00:00:00+00:00,27,2.26,6.536,6.176,converged
BTCUSDT/COTIUSDT,2022-12-14 00:00:00+00:00,2023-01-12 00:00:00+00:00,29,2.18,-6.608,-6.968,spread_blowout
1000SHIBUSDT/BTCUSDT,2022-12-14 00:00:00+00:00,2023-01-13 00:00:00+00:00,30,-2.23,-0.086,-0.446,time_stop
AVAXUSDT/BTCUSDT,2022-12-16 00:00:00+00:00,2022-12-29 00:00:00+00:00,13,-2.3,-7.618,-7.978,spread_blowout
AAVEUSDT/BTCUSDT,2022-12-16 00:00:00+00:00,2023-01-15 00:00:00+00:00,30,-2.11,-0.536,-0.896,time_stop
COTIUSDT/SOLUSDT,2022-12-16 00:00:00+00:00,2023-01-02 00:00:00+00:00,17,-3.27,-7.963,-8.323,spread_blowout
ADAUSDT/SOLUSDT,2022-12-16 00:00:00+00:00,2023-01-15 00:00:00+00:00,30,-2.6,9.642,9.282,time_stop
ADAUSDT/AVAXUSDT,2022-12-20 00:00:00+00:00,2023-01-08 00:00:00+00:00,19,-2.02,12.893,12.533,converged
ADAUSDT/COTIUSDT,2022-12-29 00:00:00+00:00,2023-01-01 00:00:00+00:00,3,-2.22,9.54,9.18,converged
AVAXUSDT/BTCUSDT,2022-12-30 00:00:00+00:00,2023-01-11 00:00:00+00:00,12,-2.82,24.256,23.896,converged
COTIUSDT/XRPUSDT,2023-01-02 00:00:00+00:00,2023-01-08 00:00:00+00:00,6,-2.01,15.629,15.269,converged
AAVEUSDT/SOLUSDT,2023-01-03 00:00:00+00:00,2023-01-11 00:00:00+00:00,8,-2.04,11.561,11.201,converged
SOLUSDT/XRPUSDT,2023-01-03 00:00:00+00:00,2023-02-02 00:00:00+00:00,30,2.04,-1.933,-2.293,time_stop
AVAXUSDT/SOLUSDT,2023-01-03 00:00:00+00:00,2023-01-11 00:00:00+00:00,8,-2.18,25.881,25.521,converged
COTIUSDT/SOLUSDT,2023-01-04 00:00:00+00:00,2023-01-24 00:00:00+00:00,20,-3.37,34.393,34.033,converged
AVAXUSDT/COTIUSDT,2023-01-04 00:00:00+00:00,2023-01-11 00:00:00+00:00,7,2.1,-13.854,-14.214,spread_blowout
XRPUSDT/ZECUSDT,2023-01-08 00:00:00+00:00,2023-01-16 00:00:00+00:00,8,-2.03,11.411,11.051,converged
ADAUSDT/COTIUSDT,2023-01-09 00:00:00+00:00,2023-01-24 00:00:00+00:00,15,2.41,16.971,16.611,converged
ADAUSDT/AVAXUSDT,2023-01-09 00:00:00+00:00,2023-01-11 00:00:00+00:00,2,2.08,22.676,22.316,converged
AVAXUSDT/XRPUSDT,2023-01-11 00:00:00+00:00,2023-01-17 00:00:00+00:00,6,3.48,-3.296,-3.656,spread_blowout
AVAXUSDT/UNIUSDT,2023-01-11 00:00:00+00:00,2023-02-10 00:00:00+00:00,30,2.27,-1.08,-1.44,time_stop
AAVEUSDT/AVAXUSDT,2023-01-11 00:00:00+00:00,2023-01-16 00:00:00+00:00,5,-3.39,16.976,16.616,converged
AVAXUSDT/SOLUSDT,2023-01-12 00:00:00+00:00,2023-01-27 00:00:00+00:00,15,2.27,-17.191,-17.551,spread_blowout
AAVEUSDT/COTIUSDT,2023-01-12 00:00:00+00:00,2023-01-15 00:00:00+00:00,3,2.1,-10.561,-10.921,spread_blowout
AAVEUSDT/XRPUSDT,2023-01-12 00:00:00+00:00,2023-01-15 00:00:00+00:00,3,2.02,-12.183,-12.543,spread_blowout
BTCUSDT/SOLUSDT,2023-01-12 00:00:00+00:00,2023-01-13 00:00:00+00:00,1,2.64,-3.673,-4.033,spread_blowout
AVAXUSDT/COTIUSDT,2023-01-12 00:00:00+00:00,2023-01-14 00:00:00+00:00,2,3.46,-5.224,-5.584,spread_blowout
1000SHIBUSDT/AVAXUSDT,2023-01-12 00:00:00+00:00,2023-01-18 00:00:00+00:00,6,-2.72,14.728,14.368,converged
1000SHIBUSDT/COTIUSDT,2023-01-13 00:00:00+00:00,2023-01-18 00:00:00+00:00,5,2.21,-11.628,-11.988,spread_blowout
BTCUSDT/SOLUSDT,2023-01-14 00:00:00+00:00,2023-01-16 00:00:00+00:00,2,3.41,-1.643,-2.003,spread_blowout
AVAXUSDT/COTIUSDT,2023-01-15 00:00:00+00:00,2023-01-25 00:00:00+00:00,10,3.35,21.999,21.639,converged
AAVEUSDT/ZECUSDT,2023-01-15 00:00:00+00:00,2023-02-14 00:00:00+00:00,30,2.52,-7.962,-8.322,time_stop
AAVEUSDT/COTIUSDT,2023-01-16 00:00:00+00:00,2023-01-17 00:00:00+00:00,1,3.59,-5.249,-5.609,spread_blowout
BTCUSDT/SOLUSDT,2023-01-17 00:00:00+00:00,2023-01-20 00:00:00+00:00,3,3.27,-4.633,-4.993,spread_blowout
AAVEUSDT/SOLUSDT,2023-01-17 00:00:00+00:00,2023-02-03 00:00:00+00:00,17,3.38,-2.813,-3.173,spread_blowout
ADAUSDT/AVAXUSDT,2023-01-17 00:00:00+00:00,2023-02-16 00:00:00+00:00,30,-2.01,4.287,3.927,time_stop
1000SHIBUSDT/SOLUSDT,2023-01-18 00:00:00+00:00,2023-02-04 00:00:00+00:00,17,2.13,-22.886,-23.246,spread_blowout
1000SHIBUSDT/ADAUSDT,2023-01-18 00:00:00+00:00,2023-02-04 00:00:00+00:00,17,3.43,-12.108,-12.468,spread_blowout
1000SHIBUSDT/UNIUSDT,2023-01-18 00:00:00+00:00,2023-02-04 00:00:00+00:00,17,3.02,-8.112,-8.472,spread_blowout
1000SHIBUSDT/AVAXUSDT,2023-01-19 00:00:00+00:00,2023-01-27 00:00:00+00:00,8,2.52,18.306,17.946,converged
AAVEUSDT/BTCUSDT,2023-01-20 00:00:00+00:00,2023-02-17 00:00:00+00:00,28,-2.09,-15.712,-16.072,spread_blowout
AVAXUSDT/BTCUSDT,2023-01-20 00:00:00+00:00,2023-01-27 00:00:00+00:00,7,-2.5,16.347,15.987,converged
BTCUSDT/ETHUSDT,2023-01-21 00:00:00+00:00,2023-01-24 00:00:00+00:00,3,3.02,-3.169,-3.529,spread_blowout
ETHUSDT/SOLUSDT,2023-01-21 00:00:00+00:00,2023-02-20 00:00:00+00:00,30,2.28,-2.732,-3.092,time_stop
COTIUSDT/XRPUSDT,2023-01-24 00:00:00+00:00,2023-01-26 00:00:00+00:00,2,3.06,-18.007,-18.367,spread_blowout
BTCUSDT/ETHUSDT,2023-01-25 00:00:00+00:00,2023-01-28 00:00:00+00:00,3,3.12,-2.056,-2.416,spread_blowout
ADAUSDT/COTIUSDT,2023-01-25 00:00:00+00:00,2023-02-09 00:00:00+00:00,15,-2.78,13.886,13.526,converged
AAVEUSDT/AVAXUSDT,2023-01-27 00:00:00+00:00,2023-02-26 00:00:00+00:00,30,-3.31,8.145,7.785,time_stop
DOGEUSDT/LINKUSDT,2023-01-27 00:00:00+00:00,2023-01-31 00:00:00+00:00,4,-2.07,17.855,17.495,converged
AVAXUSDT/ETHUSDT,2023-01-27 00:00:00+00:00,2023-02-26 00:00:00+00:00,30,2.69,17.763,17.403,converged
1000SHIBUSDT/AVAXUSDT,2023-01-28 00:00:00+00:00,2023-02-04 00:00:00+00:00,7,-2.38,20.151,19.791,converged
AVAXUSDT/SOLUSDT,2023-01-28 00:00:00+00:00,2023-02-02 00:00:00+00:00,5,3.76,-2.627,-2.987,spread_blowout
BTCUSDT/ETHUSDT,2023-01-29 00:00:00+00:00,2023-02-28 00:00:00+00:00,30,2.35,0.186,-0.174,time_stop
AVAXUSDT/SOLUSDT,2023-02-03 00:00:00+00:00,2023-03-04 00:00:00+00:00,29,2.65,18.944,18.584,converged
1000SHIBUSDT/ETHUSDT,2023-02-04 00:00:00+00:00,2023-03-04 00:00:00+00:00,28,4.0,21.612,21.252,converged
1000SHIBUSDT/AVAXUSDT,2023-02-05 00:00:00+00:00,2023-03-07 00:00:00+00:00,30,3.91,9.912,9.552,time_stop
1000SHIBUSDT/BTCUSDT,2023-02-05 00:00:00+00:00,2023-02-28 00:00:00+00:00,23,3.38,18.323,17.963,converged
1000SHIBUSDT/AAVEUSDT,2023-02-07 00:00:00+00:00,2023-03-09 00:00:00+00:00,30,3.42,14.592,14.232,time_stop
1000SHIBUSDT/SOLUSDT,2023-02-07 00:00:00+00:00,2023-03-09 00:00:00+00:00,30,3.63,20.281,19.921,converged
DOGEUSDT/LINKUSDT,2023-02-09 00:00:00+00:00,2023-02-19 00:00:00+00:00,10,-2.45,-8.948,-9.308,spread_blowout
ADAUSDT/BNBUSDT,2023-02-14 00:00:00+00:00,2023-03-08 00:00:00+00:00,22,2.37,15.202,14.842,converged
BTCUSDT/SOLUSDT,2023-02-17 00:00:00+00:00,2023-03-16 00:00:00+00:00,27,2.33,-9.079,-9.439,spread_blowout
LINKUSDT/XRPUSDT,2023-02-17 00:00:00+00:00,2023-02-19 00:00:00+00:00,2,2.52,-7.722,-8.082,spread_blowout
AAVEUSDT/ETHUSDT,2023-02-28 00:00:00+00:00,2023-03-13 00:00:00+00:00,13,-2.12,-8.303,-8.663,spread_blowout
ADAUSDT/UNIUSDT,2023-03-01 00:00:00+00:00,2023-03-03 00:00:00+00:00,2,-2.01,8.463,8.103,converged
AVAXUSDT/ETHUSDT,2023-03-08 00:00:00+00:00,2023-03-21 00:00:00+00:00,13,-2.03,-12.341,-12.701,spread_blowout
ADAUSDT/ETHUSDT,2023-03-08 00:00:00+00:00,2023-03-17 00:00:00+00:00,9,-2.14,-9.277,-9.637,spread_blowout
AVAXUSDT/BTCUSDT,2023-03-08 00:00:00+00:00,2023-03-15 00:00:00+00:00,7,-2.14,-13.303,-13.663,spread_blowout
ETHUSDT/UNIUSDT,2023-03-10 00:00:00+00:00,2023-03-11 00:00:00+00:00,1,2.26,-7.024,-7.384,spread_blowout
AAVEUSDT/UNIUSDT,2023-03-10 00:00:00+00:00,2023-03-18 00:00:00+00:00,8,2.03,12.86,12.5,converged
ADAUSDT/UNIUSDT,2023-03-10 00:00:00+00:00,2023-03-14 00:00:00+00:00,4,2.46,9.203,8.843,converged
AVAXUSDT/UNIUSDT,2023-03-10 00:00:00+00:00,2023-03-18 00:00:00+00:00,8,2.12,15.881,15.521,converged
SOLUSDT/UNIUSDT,2023-03-10 00:00:00+00:00,2023-03-18 00:00:00+00:00,8,2.77,25.968,25.608,converged
BTCUSDT/UNIUSDT,2023-03-10 00:00:00+00:00,2023-03-15 00:00:00+00:00,5,2.06,-12.092,-12.452,spread_blowout
1000SHIBUSDT/UNIUSDT,2023-03-11 00:00:00+00:00,2023-03-17 00:00:00+00:00,6,2.48,19.374,19.014,converged
BNBUSDT/UNIUSDT,2023-03-11 00:00:00+00:00,2023-03-16 00:00:00+00:00,5,2.69,-10.245,-10.605,spread_blowout
ETHUSDT/UNIUSDT,2023-03-12 00:00:00+00:00,2023-03-15 00:00:00+00:00,3,3.23,-4.198,-4.558,spread_blowout
COTIUSDT/ETHUSDT,2023-03-12 00:00:00+00:00,2023-04-05 00:00:00+00:00,24,-2.09,-21.297,-21.657,spread_blowout
BTCUSDT/COTIUSDT,2023-03-12 00:00:00+00:00,2023-03-15 00:00:00+00:00,3,2.17,-10.241,-10.601,spread_blowout
BTCUSDT/LINKUSDT,2023-03-13 00:00:00+00:00,2023-03-19 00:00:00+00:00,6,2.56,-8.425,-8.785,spread_blowout
AAVEUSDT/BTCUSDT,2023-03-13 00:00:00+00:00,2023-03-15 00:00:00+00:00,2,-3.44,-3.849,-4.209,spread_blowout
ADAUSDT/BNBUSDT,2023-03-13 00:00:00+00:00,2023-03-16 00:00:00+00:00,3,-2.3,-16.453,-16.813,spread_blowout
ETHUSDT/SOLUSDT,2023-03-13 00:00:00+00:00,2023-03-17 00:00:00+00:00,4,3.21,-4.333,-4.693,spread_blowout
BNBUSDT/COTIUSDT,2023-03-13 00:00:00+00:00,2023-03-20 00:00:00+00:00,7,2.09,-8.677,-9.037,spread_blowout
ADAUSDT/BTCUSDT,2023-03-13 00:00:00+00:00,2023-03-16 00:00:00+00:00,3,-2.55,-9.435,-9.795,spread_blowout
1000SHIBUSDT/ETHUSDT,2023-03-13 00:00:00+00:00,2023-03-17 00:00:00+00:00,4,-2.76,-8.608,-8.968,spread_blowout
1000SHIBUSDT/BTCUSDT,2023-03-13 00:00:00+00:00,2023-03-15 00:00:00+00:00,2,-3.23,-6.92,-7.28,spread_blowout
ETHUSDT/LINKUSDT,2023-03-13 00:00:00+00:00,2023-04-12 00:00:00+00:00,30,2.22,-5.664,-6.024,time_stop
AVAXUSDT/BNBUSDT,2023-03-13 00:00:00+00:00,2023-03-16 00:00:00+00:00,3,-2.03,-18.33,-18.69,spread_blowout
AAVEUSDT/ETHUSDT,2023-03-14 00:00:00+00:00,2023-03-17 00:00:00+00:00,3,-3.09,-5.667,-6.027,spread_blowout
1000SHIBUSDT/BNBUSDT,2023-03-15 00:00:00+00:00,2023-03-16 00:00:00+00:00,1,-2.51,-11.664,-12.024,spread_blowout
BNBUSDT/SOLUSDT,2023-03-16 00:00:00+00:00,2023-04-15 00:00:00+00:00,30,3.82,5.036,4.676,time_stop
ETHUSDT/UNIUSDT,2023-03-16 00:00:00+00:00,2023-03-23 00:00:00+00:00,7,3.87,-1.874,-2.234,spread_blowout
1000SHIBUSDT/BTCUSDT,2023-03-16 00:00:00+00:00,2023-03-17 00:00:00+00:00,1,-3.94,-5.268,-5.628,spread_blowout
AVAXUSDT/BTCUSDT,2023-03-16 00:00:00+00:00,2023-03-17 00:00:00+00:00,1,-3.78,-2.133,-2.493,spread_blowout
AAVEUSDT/BTCUSDT,2023-03-16 00:00:00+00:00,2023-03-17 00:00:00+00:00,1,-3.84,-4.017,-4.377,spread_blowout
BTCUSDT/UNIUSDT,2023-03-17 00:00:00+00:00,2023-03-20 00:00:00+00:00,3,3.61,-5.634,-5.994,spread_blowout
BNBUSDT/UNIUSDT,2023-03-17 00:00:00+00:00,2023-03-24 00:00:00+00:00,7,3.63,-2.21,-2.57,spread_blowout
1000SHIBUSDT/BNBUSDT,2023-03-17 00:00:00+00:00,2023-03-20 00:00:00+00:00,3,-3.77,-2.879,-3.239,spread_blowout
AAVEUSDT/BNBUSDT,2023-03-17 00:00:00+00:00,2023-03-26 00:00:00+00:00,9,-3.38,-4.441,-4.801,spread_blowout
BTCUSDT/ETHUSDT,2023-03-17 00:00:00+00:00,2023-03-20 00:00:00+00:00,3,2.24,-4.922,-5.282,spread_blowout
AVAXUSDT/BNBUSDT,2023-03-17 00:00:00+00:00,2023-04-16 00:00:00+00:00,30,-3.67,7.699,7.339,time_stop
ETHUSDT/SOLUSDT,2023-03-18 00:00:00+00:00,2023-03-30 00:00:00+00:00,12,3.24,-3.232,-3.592,spread_blowout
AVAXUSDT/BTCUSDT,2023-03-18 00:00:00+00:00,2023-03-20 00:00:00+00:00,2,-3.45,-6.128,-6.488,spread_blowout
AAVEUSDT/ETHUSDT,2023-03-18 00:00:00+00:00,2023-03-23 00:00:00+00:00,5,-3.52,-5.336,-5.696,spread_blowout
1000SHIBUSDT/ETHUSDT,2023-03-18 00:00:00+00:00,2023-04-05 00:00:00+00:00,18,-3.27,-6.219,-6.579,spread_blowout
ADAUSDT/BNBUSDT,2023-03-19 00:00:00+00:00,2023-03-20 00:00:00+00:00,1,-3.67,-2.008,-2.368,spread_blowout
ADAUSDT/SOLUSDT,2023-03-20 00:00:00+00:00,2023-03-21 00:00:00+00:00,1,-2.04,9.727,9.367,converged
1000SHIBUSDT/LINKUSDT,2023-03-21 00:00:00+00:00,2023-04-18 00:00:00+00:00,28,-2.05,-19.47,-19.83,spread_blowout
ADAUSDT/COTIUSDT,2023-03-21 00:00:00+00:00,2023-04-20 00:00:00+00:00,30,2.16,3.556,3.196,time_stop
BTCUSDT/ETHUSDT,2023-03-21 00:00:00+00:00,2023-04-05 00:00:00+00:00,15,2.16,6.798,6.438,converged
LINKUSDT/UNIUSDT,2023-03-22 00:00:00+00:00,2023-03-26 00:00:00+00:00,4,2.5,-5.541,-5.901,spread_blowout
ADAUSDT/UNIUSDT,2023-03-22 00:00:00+00:00,2023-03-25 00:00:00+00:00,3,2.47,-6.54,-6.9,spread_blowout
AVAXUSDT/ETHUSDT,2023-03-22 00:00:00+00:00,2023-04-21 00:00:00+00:00,30,-2.1,-8.811,-9.171,time_stop
AVAXUSDT/LINKUSDT,2023-03-23 00:00:00+00:00,2023-04-22 00:00:00+00:00,30,-2.18,9.657,9.297,time_stop
AAVEUSDT/LINKUSDT,2023-03-23 00:00:00+00:00,2023-04-18 00:00:00+00:00,26,-2.5,-13.999,-14.359,spread_blowout
SOLUSDT/UNIUSDT,2023-03-24 00:00:00+00:00,2023-04-21 00:00:00+00:00,28,2.22,-22.142,-22.502,spread_blowout
AVAXUSDT/UNIUSDT,2023-03-24 00:00:00+00:00,2023-04-17 00:00:00+00:00,24,2.5,-11.045,-11.405,spread_blowout
ADAUSDT/UNIUSDT,2023-03-26 00:00:00+00:00,2023-03-31 00:00:00+00:00,5,3.14,-4.902,-5.262,spread_blowout
BNBUSDT/BTCUSDT,2023-03-27 00:00:00+00:00,2023-04-26 00:00:00+00:00,30,-2.12,3.813,3.453,time_stop
1000SHIBUSDT/ADAUSDT,2023-03-28 00:00:00+00:00,2023-04-15 00:00:00+00:00,18,-2.07,-12.244,-12.604,spread_blowout
AAVEUSDT/ADAUSDT,2023-03-28 00:00:00+00:00,2023-04-15 00:00:00+00:00,18,-2.99,-7.539,-7.899,spread_blowout
ADAUSDT/AVAXUSDT,2023-03-29 00:00:00+00:00,2023-04-15 00:00:00+00:00,17,2.01,-10.31,-10.67,spread_blowout
ADAUSDT/SOLUSDT,2023-03-31 00:00:00+00:00,2023-04-30 00:00:00+00:00,30,2.64,4.794,4.434,time_stop
BTCUSDT/ETHUSDT,2023-04-13 00:00:00+00:00,2023-04-14 00:00:00+00:00,1,-2.23,-6.187,-6.547,spread_blowout
BTCUSDT/ETHUSDT,2023-04-15 00:00:00+00:00,2023-04-28 00:00:00+00:00,13,-3.31,11.153,10.793,converged
AVAXUSDT/SOLUSDT,2023-04-28 00:00:00+00:00,2023-05-28 00:00:00+00:00,30,-2.31,-4.912,-5.272,time_stop
1000SHIBUSDT/UNIUSDT,2023-05-17 00:00:00+00:00,2023-06-14 00:00:00+00:00,28,-2.6,-8.491,-8.851,spread_blowout
AVAXUSDT/LINKUSDT,2023-05-17 00:00:00+00:00,2023-06-06 00:00:00+00:00,20,-2.01,5.999,5.639,converged
1000SHIBUSDT/AAVEUSDT,2023-05-28 00:00:00+00:00,2023-06-17 00:00:00+00:00,20,-2.72,11.023,10.663,converged
ADAUSDT/ETHUSDT,2023-06-06 00:00:00+00:00,2023-06-07 00:00:00+00:00,1,-2.94,-6.235,-6.595,spread_blowout
AVAXUSDT/ZECUSDT,2023-06-06 00:00:00+00:00,2023-06-18 00:00:00+00:00,12,2.61,7.924,7.564,converged
AVAXUSDT/COTIUSDT,2023-06-07 00:00:00+00:00,2023-06-09 00:00:00+00:00,2,3.79,-1.438,-1.798,spread_blowout
COTIUSDT/ZECUSDT,2023-06-07 00:00:00+00:00,2023-06-18 00:00:00+00:00,11,-2.36,-9.994,-10.354,spread_blowout
COTIUSDT/LINKUSDT,2023-06-07 00:00:00+00:00,2023-06-09 00:00:00+00:00,2,-3.05,-5.167,-5.527,spread_blowout
AVAXUSDT/LINKUSDT,2023-06-07 00:00:00+00:00,2023-06-15 00:00:00+00:00,8,2.08,5.986,5.626,converged
COTIUSDT/LINKUSDT,2023-06-10 00:00:00+00:00,2023-06-23 00:00:00+00:00,13,-2.69,-5.757,-6.117,spread_blowout
AAVEUSDT/UNIUSDT,2023-06-14 00:00:00+00:00,2023-06-15 00:00:00+00:00,1,-2.8,-4.102,-4.462,spread_blowout
LINKUSDT/UNIUSDT,2023-06-14 00:00:00+00:00,2023-06-24 00:00:00+00:00,10,-2.45,9.843,9.483,converged
AVAXUSDT/UNIUSDT,2023-06-15 00:00:00+00:00,2023-07-01 00:00:00+00:00,16,-2.26,-12.053,-12.413,spread_blowout
1000SHIBUSDT/UNIUSDT,2023-06-15 00:00:00+00:00,2023-06-25 00:00:00+00:00,10,-2.19,-10.42,-10.78,spread_blowout
ADAUSDT/ZECUSDT,2023-06-16 00:00:00+00:00,2023-06-28 00:00:00+00:00,12,-2.03,-9.196,-9.556,spread_blowout
AAVEUSDT/UNIUSDT,2023-06-16 00:00:00+00:00,2023-06-29 00:00:00+00:00,13,-3.97,13.865,13.505,converged
1000SHIBUSDT/AVAXUSDT,2023-06-18 00:00:00+00:00,2023-06-21 00:00:00+00:00,3,2.56,9.187,8.827,converged
LINKUSDT/ZECUSDT,2023-06-18 00:00:00+00:00,2023-06-22 00:00:00+00:00,4,-2.07,6.313,5.953,converged
1000SHIBUSDT/LINKUSDT,2023-06-18 00:00:00+00:00,2023-06-23 00:00:00+00:00,5,2.8,13.064,12.704,converged
