pair,entry_time,exit_time,days,entry_z,gross_pct,net_pct,exit_reason
1000SHIBUSDT/XRPUSDT,2025-11-24 00:00:00+00:00,2025-12-03 00:00:00+00:00,9,-2.73,9.061,8.701,converged
ONDOUSDT/XRPUSDT,2025-11-24 00:00:00+00:00,2025-12-24 00:00:00+00:00,30,-3.54,2.786,2.426,time_stop
AAVEUSDT/LINKUSDT,2025-11-24 00:00:00+00:00,2025-12-15 00:00:00+00:00,21,2.03,-8.619,-8.979,spread_blowout
ADAUSDT/DOGEUSDT,2025-11-25 00:00:00+00:00,2025-12-09 00:00:00+00:00,14,-2.24,14.73,14.37,converged
1000PEPEUSDT/ADAUSDT,2025-11-25 00:00:00+00:00,2025-11-28 00:00:00+00:00,3,3.91,-1.775,-2.135,spread_blowout
1000SHIBUSDT/LINKUSDT,2025-11-25 00:00:00+00:00,2025-12-02 00:00:00+00:00,7,2.26,6.116,5.756,converged
ADAUSDT/XRPUSDT,2025-11-25 00:00:00+00:00,2025-12-09 00:00:00+00:00,14,-3.45,18.796,18.436,converged
1000SHIBUSDT/ADAUSDT,2025-11-26 00:00:00+00:00,2025-12-22 00:00:00+00:00,26,2.2,7.095,6.735,converged
1000SHIBUSDT/ONDOUSDT,2025-11-27 00:00:00+00:00,2025-12-15 00:00:00+00:00,18,2.17,-4.898,-5.258,spread_blowout
ADAUSDT/AVAXUSDT,2025-11-28 00:00:00+00:00,2025-12-28 00:00:00+00:00,30,-2.21,0.18,-0.18,time_stop
ADAUSDT/ONDOUSDT,2025-11-28 00:00:00+00:00,2025-12-03 00:00:00+00:00,5,-2.5,7.432,7.072,converged
1000PEPEUSDT/ADAUSDT,2025-11-29 00:00:00+00:00,2025-12-21 00:00:00+00:00,22,3.17,-2.893,-3.253,spread_blowout
ADAUSDT/LINKUSDT,2025-11-30 00:00:00+00:00,2025-12-03 00:00:00+00:00,3,-2.25,-6.025,-6.385,spread_blowout
ADAUSDT/SUIUSDT,2025-12-02 00:00:00+00:00,2025-12-09 00:00:00+00:00,7,-2.57,6.41,6.05,converged
AAVEUSDT/ONDOUSDT,2025-12-02 00:00:00+00:00,2025-12-07 00:00:00+00:00,5,2.75,-6.677,-7.037,spread_blowout
1000PEPEUSDT/AAVEUSDT,2025-12-02 00:00:00+00:00,2025-12-11 00:00:00+00:00,9,-2.49,-9.101,-9.461,spread_blowout
LINKUSDT/ONDOUSDT,2025-12-02 00:00:00+00:00,2025-12-03 00:00:00+00:00,1,2.42,-6.326,-6.686,spread_blowout
DOGEUSDT/LINKUSDT,2025-12-03 00:00:00+00:00,2025-12-31 00:00:00+00:00,28,-2.16,-8.326,-8.686,spread_blowout
1000PEPEUSDT/1000SHIBUSDT,2025-12-03 00:00:00+00:00,2025-12-16 00:00:00+00:00,13,-2.18,9.696,9.336,converged
AAVEUSDT/XRPUSDT,2025-12-04 00:00:00+00:00,2025-12-11 00:00:00+00:00,7,2.01,-10.636,-10.996,spread_blowout
ADAUSDT/LINKUSDT,2025-12-04 00:00:00+00:00,2025-12-06 00:00:00+00:00,2,-3.48,-3.106,-3.466,spread_blowout
1000PEPEUSDT/LINKUSDT,2025-12-04 00:00:00+00:00,2026-01-01 00:00:00+00:00,28,-2.6,21.249,20.889,converged
ONDOUSDT/SUIUSDT,2025-12-04 00:00:00+00:00,2025-12-14 00:00:00+00:00,10,-2.57,-5.568,-5.928,spread_blowout
1000PEPEUSDT/ONDOUSDT,2025-12-05 00:00:00+00:00,2025-12-15 00:00:00+00:00,10,2.95,-5.874,-6.234,spread_blowout
LINKUSDT/SOLUSDT,2025-12-06 00:00:00+00:00,2026-01-05 00:00:00+00:00,30,2.3,4.512,4.152,time_stop
LINKUSDT/XRPUSDT,2025-12-06 00:00:00+00:00,2026-01-05 00:00:00+00:00,30,2.25,23.481,23.121,converged
AAVEUSDT/DOGEUSDT,2025-12-06 00:00:00+00:00,2025-12-11 00:00:00+00:00,5,2.5,-7.33,-7.69,spread_blowout
ADAUSDT/LINKUSDT,2025-12-07 00:00:00+00:00,2025-12-30 00:00:00+00:00,23,-2.59,-5.619,-5.979,spread_blowout
ADAUSDT/ONDOUSDT,2025-12-07 00:00:00+00:00,2025-12-18 00:00:00+00:00,11,2.38,-4.934,-5.294,spread_blowout
AAVEUSDT/ADAUSDT,2025-12-07 00:00:00+00:00,2025-12-15 00:00:00+00:00,8,2.26,-8.187,-8.547,spread_blowout
LINKUSDT/ONDOUSDT,2025-12-07 00:00:00+00:00,2025-12-15 00:00:00+00:00,8,3.89,-1.633,-1.993,spread_blowout
ETHUSDT/SOLUSDT,2025-12-08 00:00:00+00:00,2025-12-10 00:00:00+00:00,2,2.39,-4.508,-4.868,spread_blowout
AAVEUSDT/SOLUSDT,2025-12-08 00:00:00+00:00,2025-12-22 00:00:00+00:00,14,2.24,18.745,18.385,converged
1000PEPEUSDT/DOGEUSDT,2025-12-08 00:00:00+00:00,2025-12-26 00:00:00+00:00,18,2.32,-6.562,-6.922,spread_blowout
AAVEUSDT/ONDOUSDT,2025-12-08 00:00:00+00:00,2025-12-11 00:00:00+00:00,3,2.61,-7.25,-7.61,spread_blowout
ETHUSDT/SUIUSDT,2025-12-09 00:00:00+00:00,2025-12-16 00:00:00+00:00,7,2.2,6.842,6.482,converged
1000SHIBUSDT/AAVEUSDT,2025-12-09 00:00:00+00:00,2025-12-15 00:00:00+00:00,6,-2.41,-5.954,-6.314,spread_blowout
1000SATSUSDT/AAVEUSDT,2025-12-09 00:00:00+00:00,2025-12-22 00:00:00+00:00,13,-2.04,32.677,32.317,converged
ETHUSDT/ONDOUSDT,2025-12-09 00:00:00+00:00,2025-12-31 00:00:00+00:00,22,2.42,-8.475,-8.835,spread_blowout
ADAUSDT/ETHUSDT,2025-12-10 00:00:00+00:00,2025-12-31 00:00:00+00:00,21,-2.22,-11.949,-12.309,spread_blowout
ETHUSDT/XRPUSDT,2025-12-10 00:00:00+00:00,2026-01-05 00:00:00+00:00,26,2.03,18.6,18.24,converged
1000PEPEUSDT/ETHUSDT,2025-12-10 00:00:00+00:00,2026-01-01 00:00:00+00:00,22,-2.08,25.928,25.568,converged
DOGEUSDT/ETHUSDT,2025-12-10 00:00:00+00:00,2026-01-09 00:00:00+00:00,30,-2.41,8.128,7.768,time_stop
AAVEUSDT/WLDUSDT,2025-12-11 00:00:00+00:00,2025-12-22 00:00:00+00:00,11,2.76,19.684,19.324,converged
ADAUSDT/SUIUSDT,2025-12-11 00:00:00+00:00,2025-12-16 00:00:00+00:00,5,-2.17,-4.4,-4.76,spread_blowout
AAVEUSDT/AVAXUSDT,2025-12-11 00:00:00+00:00,2025-12-21 00:00:00+00:00,10,2.69,14.395,14.035,converged
ETHUSDT/SOLUSDT,2025-12-11 00:00:00+00:00,2026-01-10 00:00:00+00:00,30,2.45,4.438,4.078,time_stop
1000SHIBUSDT/DOGEUSDT,2025-12-11 00:00:00+00:00,2025-12-18 00:00:00+00:00,7,2.1,8.778,8.418,converged
AAVEUSDT/SUIUSDT,2025-12-11 00:00:00+00:00,2025-12-21 00:00:00+00:00,10,2.74,13.944,13.584,converged
AAVEUSDT/XRPUSDT,2025-12-12 00:00:00+00:00,2025-12-22 00:00:00+00:00,10,2.32,16.701,16.341,converged
1000PEPEUSDT/AAVEUSDT,2025-12-12 00:00:00+00:00,2025-12-22 00:00:00+00:00,10,-2.69,32.1,31.74,converged
AAVEUSDT/DOGEUSDT,2025-12-12 00:00:00+00:00,2025-12-22 00:00:00+00:00,10,2.47,21.22,20.86,converged
AAVEUSDT/ONDOUSDT,2025-12-12 00:00:00+00:00,2025-12-15 00:00:00+00:00,3,2.56,-7.672,-8.032,spread_blowout
ONDOUSDT/SOLUSDT,2025-12-15 00:00:00+00:00,2025-12-31 00:00:00+00:00,16,-2.14,-11.797,-12.157,spread_blowout
ONDOUSDT/SUIUSDT,2025-12-15 00:00:00+00:00,2025-12-17 00:00:00+00:00,2,-3.13,-3.845,-4.205,spread_blowout
1000PEPEUSDT/ONDOUSDT,2025-12-16 00:00:00+00:00,2025-12-19 00:00:00+00:00,3,2.83,-5.543,-5.903,spread_blowout
1000SHIBUSDT/AAVEUSDT,2025-12-16 00:00:00+00:00,2025-12-18 00:00:00+00:00,2,-2.59,-5.362,-5.722,spread_blowout
LINKUSDT/ONDOUSDT,2025-12-16 00:00:00+00:00,2026-01-13 00:00:00+00:00,28,2.48,-8.236,-8.596,spread_blowout
AAVEUSDT/ONDOUSDT,2025-12-16 00:00:00+00:00,2025-12-22 00:00:00+00:00,6,2.44,17.76,17.4,converged
DOGEUSDT/ONDOUSDT,2025-12-17 00:00:00+00:00,2026-01-04 00:00:00+00:00,18,2.01,-7.282,-7.642,spread_blowout
AVAXUSDT/ONDOUSDT,2025-12-17 00:00:00+00:00,2025-12-31 00:00:00+00:00,14,2.14,-13.798,-14.158,spread_blowout
1000SHIBUSDT/SUIUSDT,2025-12-17 00:00:00+00:00,2025-12-22 00:00:00+00:00,5,-2.11,-5.653,-6.013,spread_blowout
AAVEUSDT/LINKUSDT,2025-12-17 00:00:00+00:00,2025-12-21 00:00:00+00:00,4,2.12,9.796,9.436,converged
ADAUSDT/SUIUSDT,2025-12-17 00:00:00+00:00,2025-12-29 00:00:00+00:00,12,-2.74,-4.952,-5.312,spread_blowout
AVAXUSDT/WLDUSDT,2025-12-17 00:00:00+00:00,2025-12-25 00:00:00+00:00,8,2.41,-5.526,-5.886,spread_blowout
1000SHIBUSDT/AVAXUSDT,2025-12-18 00:00:00+00:00,2025-12-22 00:00:00+00:00,4,-3.44,-1.542,-1.902,spread_blowout
1000SHIBUSDT/WLDUSDT,2025-12-18 00:00:00+00:00,2026-01-02 00:00:00+00:00,15,-2.29,6.925,6.565,converged
1000SATSUSDT/1000SHIBUSDT,2025-12-18 00:00:00+00:00,2026-01-04 00:00:00+00:00,17,2.77,32.105,31.745,converged
1000SHIBUSDT/ETHUSDT,2025-12-18 00:00:00+00:00,2026-01-04 00:00:00+00:00,17,-2.34,15.082,14.722,converged
1000PEPEUSDT/1000SHIBUSDT,2025-12-18 00:00:00+00:00,2025-12-21 00:00:00+00:00,3,3.8,-0.906,-1.266,spread_blowout
1000SHIBUSDT/SOLUSDT,2025-12-18 00:00:00+00:00,2026-01-04 00:00:00+00:00,17,-2.16,16.964,16.604,converged
1000SHIBUSDT/LINKUSDT,2025-12-18 00:00:00+00:00,2025-12-22 00:00:00+00:00,4,-3.62,-1.59,-1.95,spread_blowout
1000SHIBUSDT/AAVEUSDT,2025-12-19 00:00:00+00:00,2025-12-22 00:00:00+00:00,3,-2.66,11.597,11.237,converged
ADAUSDT/ONDOUSDT,2025-12-19 00:00:00+00:00,2026-01-12 00:00:00+00:00,24,2.75,-5.258,-5.618,spread_blowout
1000SHIBUSDT/DOGEUSDT,2025-12-20 00:00:00+00:00,2026-01-04 00:00:00+00:00,15,-2.16,10.672,10.312,converged
1000SHIBUSDT/BTCUSDT,2025-12-21 00:00:00+00:00,2026-01-04 00:00:00+00:00,14,-2.03,17.643,17.283,converged
AAVEUSDT/LINKUSDT,2025-12-22 00:00:00+00:00,2025-12-31 00:00:00+00:00,9,-3.93,-0.467,-0.827,spread_blowout
AAVEUSDT/BTCUSDT,2025-12-22 00:00:00+00:00,2026-01-21 00:00:00+00:00,30,-2.4,4.441,4.081,time_stop
AAVEUSDT/SUIUSDT,2025-12-22 00:00:00+00:00,2026-01-21 00:00:00+00:00,30,-3.33,4.01,3.65,time_stop
1000PEPEUSDT/1000SHIBUSDT,2025-12-22 00:00:00+00:00,2025-12-30 00:00:00+00:00,8,3.27,-5.657,-6.017,spread_blowout
AAVEUSDT/ETHUSDT,2025-12-22 00:00:00+00:00,2026-01-21 00:00:00+00:00,30,-3.43,6.744,6.384,time_stop
AAVEUSDT/AVAXUSDT,2025-12-22 00:00:00+00:00,2026-01-21 00:00:00+00:00,30,-2.69,5.755,5.395,time_stop
1000SHIBUSDT/AVAXUSDT,2025-12-23 00:00:00+00:00,2025-12-31 00:00:00+00:00,8,-3.06,-3.6,-3.96,spread_blowout
1000SHIBUSDT/LINKUSDT,2025-12-23 00:00:00+00:00,2026-01-04 00:00:00+00:00,12,-3.0,17.735,17.375,converged
1000SHIBUSDT/SUIUSDT,2025-12-23 00:00:00+00:00,2026-01-04 00:00:00+00:00,12,-3.0,15.964,15.604,converged
AAVEUSDT/SOLUSDT,2025-12-23 00:00:00+00:00,2026-01-22 00:00:00+00:00,30,-2.02,1.321,0.961,time_stop
1000PEPEUSDT/AAVEUSDT,2025-12-24 00:00:00+00:00,2026-01-01 00:00:00+00:00,8,2.03,-21.189,-21.549,spread_blowout
1000PEPEUSDT/ADAUSDT,2025-12-24 00:00:00+00:00,2025-12-30 00:00:00+00:00,6,2.34,-5.755,-6.115,spread_blowout
1000SATSUSDT/WLDUSDT,2025-12-25 00:00:00+00:00,2026-01-05 00:00:00+00:00,11,2.03,12.683,12.323,converged
BTCUSDT/ONDOUSDT,2025-12-25 00:00:00+00:00,2026-01-14 00:00:00+00:00,20,2.03,-6.974,-7.334,spread_blowout
AVAXUSDT/DOGEUSDT,2025-12-25 00:00:00+00:00,2025-12-31 00:00:00+00:00,6,2.02,-9.048,-9.408,spread_blowout
ADAUSDT/BTCUSDT,2025-12-25 00:00:00+00:00,2026-01-24 00:00:00+00:00,30,-2.04,-0.92,-1.28,time_stop
DOGEUSDT/SUIUSDT,2025-12-26 00:00:00+00:00,2026-01-25 00:00:00+00:00,30,-2.04,-2.294,-2.654,time_stop
AVAXUSDT/WLDUSDT,2025-12-26 00:00:00+00:00,2026-01-05 00:00:00+00:00,10,2.7,10.036,9.676,converged
1000PEPEUSDT/DOGEUSDT,2025-12-27 00:00:00+00:00,2025-12-31 00:00:00+00:00,4,3.29,-3.952,-4.312,spread_blowout
1000SATSUSDT/DOGEUSDT,2025-12-27 00:00:00+00:00,2026-01-04 00:00:00+00:00,8,2.25,13.733,13.373,converged
1000PEPEUSDT/WLDUSDT,2025-12-28 00:00:00+00:00,2026-01-01 00:00:00+00:00,4,2.05,-13.246,-13.606,spread_blowout
ADAUSDT/AVAXUSDT,2025-12-30 00:00:00+00:00,2026-01-29 00:00:00+00:00,30,-2.11,7.989,7.629,time_stop
ADAUSDT/SUIUSDT,2025-12-30 00:00:00+00:00,2026-01-07 00:00:00+00:00,8,-2.31,-7.678,-8.038,spread_blowout
BNBUSDT/ONDOUSDT,2025-12-31 00:00:00+00:00,2026-01-30 00:00:00+00:00,30,2.01,-5.809,-6.169,time_stop
BTCUSDT/DOGEUSDT,2025-12-31 00:00:00+00:00,2026-01-02 00:00:00+00:00,2,2.07,7.749,7.389,converged
ADAUSDT/LINKUSDT,2025-12-31 00:00:00+00:00,2026-01-29 00:00:00+00:00,29,-2.18,13.657,13.297,converged
ADAUSDT/BNBUSDT,2025-12-31 00:00:00+00:00,2026-01-30 00:00:00+00:00,30,-2.42,-2.602,-2.962,time_stop
1000SHIBUSDT/BNBUSDT,2025-12-31 00:00:00+00:00,2026-01-04 00:00:00+00:00,4,-2.38,23.099,22.739,converged
ADAUSDT/SOLUSDT,2025-12-31 00:00:00+00:00,2026-01-30 00:00:00+00:00,30,-2.73,3.761,3.401,time_stop
DOGEUSDT/SOLUSDT,2025-12-31 00:00:00+00:00,2026-01-02 00:00:00+00:00,2,-2.59,12.858,12.498,converged
AAVEUSDT/BNBUSDT,2025-12-31 00:00:00+00:00,2026-01-30 00:00:00+00:00,30,-2.37,-4.855,-5.215,time_stop
1000PEPEUSDT/1000SHIBUSDT,2025-12-31 00:00:00+00:00,2026-01-02 00:00:00+00:00,2,2.84,-11.042,-11.402,spread_blowout
1000PEPEUSDT/ADAUSDT,2025-12-31 00:00:00+00:00,2026-01-01 00:00:00+00:00,1,3.6,-12.894,-13.254,spread_blowout
1000PEPEUSDT/XRPUSDT,2026-01-01 00:00:00+00:00,2026-01-02 00:00:00+00:00,1,3.32,-6.604,-6.964,spread_blowout
1000PEPEUSDT/1000SATSUSDT,2026-01-01 00:00:00+00:00,2026-01-02 00:00:00+00:00,1,2.27,-14.85,-15.21,spread_blowout
1000PEPEUSDT/AVAXUSDT,2026-01-01 00:00:00+00:00,2026-01-02 00:00:00+00:00,1,2.44,-18.12,-18.48,spread_blowout
AVAXUSDT/ONDOUSDT,2026-01-01 00:00:00+00:00,2026-01-31 00:00:00+00:00,30,2.49,2.215,1.855,time_stop
AAVEUSDT/LINKUSDT,2026-01-01 00:00:00+00:00,2026-01-28 00:00:00+00:00,27,-2.47,13.174,12.814,converged
1000SHIBUSDT/AVAXUSDT,2026-01-01 00:00:00+00:00,2026-01-04 00:00:00+00:00,3,-2.19,16.44,16.08,converged
1000PEPEUSDT/BTCUSDT,2026-01-01 00:00:00+00:00,2026-01-02 00:00:00+00:00,1,3.12,-16.808,-17.168,spread_blowout
AVAXUSDT/DOGEUSDT,2026-01-01 00:00:00+00:00,2026-01-04 00:00:00+00:00,3,3.08,16.01,15.65,converged
1000PEPEUSDT/AAVEUSDT,2026-01-02 00:00:00+00:00,2026-01-04 00:00:00+00:00,2,3.61,-18.714,-19.074,spread_blowout
1000PEPEUSDT/BNBUSDT,2026-01-02 00:00:00+00:00,2026-01-03 00:00:00+00:00,1,4.0,-2.364,-2.724,spread_blowout
1000SHIBUSDT/ONDOUSDT,2026-01-02 00:00:00+00:00,2026-01-04 00:00:00+00:00,2,2.06,-8.836,-9.196,spread_blowout
DOGEUSDT/WLDUSDT,2026-01-02 00:00:00+00:00,2026-01-28 00:00:00+00:00,26,2.32,16.456,16.096,converged
1000PEPEUSDT/XRPUSDT,2026-01-03 00:00:00+00:00,2026-01-04 00:00:00+00:00,1,3.64,-9.111,-9.471,spread_blowout
ADAUSDT/DOGEUSDT,2026-01-03 00:00:00+00:00,2026-01-20 00:00:00+00:00,17,-2.26,8.991,8.631,converged
ONDOUSDT/WLDUSDT,2026-01-03 00:00:00+00:00,2026-01-13 00:00:00+00:00,10,-2.07,-8.487,-8.847,spread_blowout
1000SHIBUSDT/XRPUSDT,2026-01-04 00:00:00+00:00,2026-01-05 00:00:00+00:00,1,2.41,11.097,10.737,converged
1000SHIBUSDT/COTIUSDT,2026-01-04 00:00:00+00:00,2026-02-03 00:00:00+00:00,30,2.73,4.507,4.147,time_stop
1000SHIBUSDT/AAVEUSDT,2026-01-04 00:00:00+00:00,2026-02-03 00:00:00+00:00,30,3.36,7.668,7.308,time_stop
1000SHIBUSDT/WLDUSDT,2026-01-04 00:00:00+00:00,2026-01-21 00:00:00+00:00,17,3.9,-0.785,-1.145,spread_blowout
BNBUSDT/SUIUSDT,2026-01-05 00:00:00+00:00,2026-01-17 00:00:00+00:00,12,-2.63,6.955,6.595,converged
BTCUSDT/SUIUSDT,2026-01-05 00:00:00+00:00,2026-01-19 00:00:00+00:00,14,-2.68,6.555,6.195,converged
SOLUSDT/SUIUSDT,2026-01-05 00:00:00+00:00,2026-01-27 00:00:00+00:00,22,-3.37,11.244,10.884,converged
AVAXUSDT/XRPUSDT,2026-01-05 00:00:00+00:00,2026-01-20 00:00:00+00:00,15,-2.77,21.381,21.021,converged
1000SHIBUSDT/DOGEUSDT,2026-01-05 00:00:00+00:00,2026-02-04 00:00:00+00:00,30,2.76,5.188,4.828,time_stop
WLDUSDT/XRPUSDT,2026-01-05 00:00:00+00:00,2026-01-28 00:00:00+00:00,23,-3.43,32.787,32.427,converged
1000SHIBUSDT/ADAUSDT,2026-01-05 00:00:00+00:00,2026-02-04 00:00:00+00:00,30,3.85,12.201,11.841,time_stop
DOGEUSDT/ONDOUSDT,2026-01-05 00:00:00+00:00,2026-01-14 00:00:00+00:00,9,2.57,-5.757,-6.117,spread_blowout
SOLUSDT/XRPUSDT,2026-01-05 00:00:00+00:00,2026-01-11 00:00:00+00:00,6,-3.12,19.744,19.384,converged
BTCUSDT/XRPUSDT,2026-01-05 00:00:00+00:00,2026-01-14 00:00:00+00:00,9,-2.47,11.265,10.905,converged
1000SHIBUSDT/LINKUSDT,2026-01-05 00:00:00+00:00,2026-01-18 00:00:00+00:00,13,2.12,9.825,9.465,converged
1000SATSUSDT/XRPUSDT,2026-01-05 00:00:00+00:00,2026-01-13 00:00:00+00:00,8,-2.77,29.439,29.079,converged
DOGEUSDT/XRPUSDT,2026-01-05 00:00:00+00:00,2026-01-30 00:00:00+00:00,25,-3.6,19.456,19.096,converged
1000SHIBUSDT/AVAXUSDT,2026-01-05 00:00:00+00:00,2026-02-01 00:00:00+00:00,27,2.39,11.026,10.666,converged
1000SATSUSDT/1000SHIBUSDT,2026-01-05 00:00:00+00:00,2026-01-13 00:00:00+00:00,8,-2.52,19.638,19.278,converged
AAVEUSDT/XRPUSDT,2026-01-05 00:00:00+00:00,2026-02-04 00:00:00+00:00,30,-3.04,22.722,22.362,converged
1000SHIBUSDT/SOLUSDT,2026-01-05 00:00:00+00:00,2026-01-15 00:00:00+00:00,10,2.34,11.882,11.522,converged
LINKUSDT/SUIUSDT,2026-01-05 00:00:00+00:00,2026-01-08 00:00:00+00:00,3,-2.98,-2.362,-2.722,spread_blowout
AVAXUSDT/SUIUSDT,2026-01-05 00:00:00+00:00,2026-02-04 00:00:00+00:00,30,-2.5,7.776,7.416,time_stop
1000PEPEUSDT/BNBUSDT,2026-01-06 00:00:00+00:00,2026-02-05 00:00:00+00:00,30,3.28,-6.142,-6.502,time_stop
1000PEPEUSDT/BTCUSDT,2026-01-06 00:00:00+00:00,2026-01-07 00:00:00+00:00,1,3.63,-3.301,-3.661,spread_blowout
1000PEPEUSDT/SUIUSDT,2026-01-06 00:00:00+00:00,2026-02-05 00:00:00+00:00,30,2.94,-2.366,-2.726,time_stop
ADAUSDT/XRPUSDT,2026-01-06 00:00:00+00:00,2026-01-29 00:00:00+00:00,23,-3.27,26.294,25.934,converged
1000PEPEUSDT/ETHUSDT,2026-01-06 00:00:00+00:00,2026-02-01 00:00:00+00:00,26,2.87,-15.857,-16.217,spread_blowout
1000SHIBUSDT/ONDOUSDT,2026-01-06 00:00:00+00:00,2026-01-08 00:00:00+00:00,2,3.83,-1.795,-2.155,spread_blowout
1000PEPEUSDT/SOLUSDT,2026-01-07 00:00:00+00:00,2026-02-06 00:00:00+00:00,30,3.56,-2.764,-3.124,time_stop
1000PEPEUSDT/1000SATSUSDT,2026-01-07 00:00:00+00:00,2026-02-06 00:00:00+00:00,30,3.51,15.835,15.475,time_stop
ONDOUSDT/XRPUSDT,2026-01-07 00:00:00+00:00,2026-02-01 00:00:00+00:00,25,-2.98,24.071,23.711,converged
ONDOUSDT/SOLUSDT,2026-01-08 00:00:00+00:00,2026-01-18 00:00:00+00:00,10,-2.3,-13.289,-13.649,spread_blowout
ETHUSDT/SUIUSDT,2026-01-08 00:00:00+00:00,2026-01-14 00:00:00+00:00,6,-2.41,6.648,6.288,converged
1000SATSUSDT/ONDOUSDT,2026-01-08 00:00:00+00:00,2026-01-13 00:00:00+00:00,5,2.1,-18.027,-18.387,spread_blowout
LINKUSDT/SUIUSDT,2026-01-09 00:00:00+00:00,2026-02-01 00:00:00+00:00,23,-3.46,-3.004,-3.364,spread_blowout
1000SHIBUSDT/ONDOUSDT,2026-01-09 00:00:00+00:00,2026-02-05 00:00:00+00:00,27,3.36,15.001,14.641,converged
1000SATSUSDT/SUIUSDT,2026-01-11 00:00:00+00:00,2026-01-13 00:00:00+00:00,2,-2.6,22.127,21.767,converged
1000SATSUSDT/AVAXUSDT,2026-01-13 00:00:00+00:00,2026-01-16 00:00:00+00:00,3,3.22,-3.535,-3.895,spread_blowout
ADAUSDT/ONDOUSDT,2026-01-13 00:00:00+00:00,2026-01-21 00:00:00+00:00,8,2.95,-3.881,-4.241,spread_blowout
1000SATSUSDT/LINKUSDT,2026-01-13 00:00:00+00:00,2026-01-19 00:00:00+00:00,6,2.04,13.126,12.766,converged
1000SATSUSDT/DOGEUSDT,2026-01-13 00:00:00+00:00,2026-01-15 00:00:00+00:00,2,3.95,-1.316,-1.676,spread_blowout
1000SATSUSDT/WLDUSDT,2026-01-14 00:00:00+00:00,2026-01-15 00:00:00+00:00,1,3.2,-6.649,-7.009,spread_blowout
ONDOUSDT/WLDUSDT,2026-01-14 00:00:00+00:00,2026-01-28 00:00:00+00:00,14,-3.51,-11.631,-11.991,spread_blowout
ADAUSDT/ETHUSDT,2026-01-14 00:00:00+00:00,2026-01-31 00:00:00+00:00,17,-2.03,20.771,20.411,converged
LINKUSDT/ONDOUSDT,2026-01-14 00:00:00+00:00,2026-01-30 00:00:00+00:00,16,2.49,13.911,13.551,converged
1000SATSUSDT/ADAUSDT,2026-01-14 00:00:00+00:00,2026-01-15 00:00:00+00:00,1,2.94,-5.451,-5.811,spread_blowout
DOGEUSDT/ONDOUSDT,2026-01-15 00:00:00+00:00,2026-01-31 00:00:00+00:00,16,2.72,12.156,11.796,converged
AVAXUSDT/BTCUSDT,2026-01-16 00:00:00+00:00,2026-02-03 00:00:00+00:00,18,-2.25,10.189,9.829,converged
AVAXUSDT/BNBUSDT,2026-01-16 00:00:00+00:00,2026-02-04 00:00:00+00:00,19,-2.3,17.228,16.868,converged
BNBUSDT/WLDUSDT,2026-01-16 00:00:00+00:00,2026-02-03 00:00:00+00:00,18,2.07,8.477,8.117,converged
BNBUSDT/DOGEUSDT,2026-01-16 00:00:00+00:00,2026-02-04 00:00:00+00:00,19,2.05,12.949,12.589,converged
AVAXUSDT/SOLUSDT,2026-01-16 00:00:00+00:00,2026-02-03 00:00:00+00:00,18,-2.35,10.881,10.521,converged
AVAXUSDT/ETHUSDT,2026-01-16 00:00:00+00:00,2026-01-31 00:00:00+00:00,15,-2.02,12.513,12.153,converged
1000SATSUSDT/XRPUSDT,2026-01-16 00:00:00+00:00,2026-01-19 00:00:00+00:00,3,2.1,13.377,13.017,converged
1000SATSUSDT/ADAUSDT,2026-01-16 00:00:00+00:00,2026-01-28 00:00:00+00:00,12,3.63,19.493,19.133,converged
SOLUSDT/WLDUSDT,2026-01-16 00:00:00+00:00,2026-01-28 00:00:00+00:00,12,2.2,18.279,17.919,converged
DOGEUSDT/SOLUSDT,2026-01-16 00:00:00+00:00,2026-02-03 00:00:00+00:00,18,-2.24,11.119,10.759,converged
BTCUSDT/WLDUSDT,2026-01-16 00:00:00+00:00,2026-01-28 00:00:00+00:00,12,2.05,8.948,8.588,converged
1000SATSUSDT/WLDUSDT,2026-01-17 00:00:00+00:00,2026-01-28 00:00:00+00:00,11,3.12,26.626,26.266,converged
1000SATSUSDT/DOGEUSDT,2026-01-17 00:00:00+00:00,2026-02-01 00:00:00+00:00,15,2.59,13.516,13.156,converged
1000SATSUSDT/ONDOUSDT,2026-01-17 00:00:00+00:00,2026-01-31 00:00:00+00:00,14,2.86,22.977,22.617,converged
BNBUSDT/LINKUSDT,2026-01-17 00:00:00+00:00,2026-01-25 00:00:00+00:00,8,2.16,-3.687,-4.047,spread_blowout
BNBUSDT/SOLUSDT,2026-01-18 00:00:00+00:00,2026-02-04 00:00:00+00:00,17,2.06,4.433,4.073,converged
ETHUSDT/LINKUSDT,2026-01-18 00:00:00+00:00,2026-02-01 00:00:00+00:00,14,2.72,7.945,7.585,converged
BTCUSDT/DOGEUSDT,2026-01-18 00:00:00+00:00,2026-02-03 00:00:00+00:00,16,2.04,9.075,8.715,converged
BNBUSDT/SUIUSDT,2026-01-19 00:00:00+00:00,2026-02-04 00:00:00+00:00,16,2.3,11.604,11.244,converged
ADAUSDT/WLDUSDT,2026-01-21 00:00:00+00:00,2026-01-28 00:00:00+00:00,7,2.4,23.38,23.02,converged
1000SHIBUSDT/WLDUSDT,2026-01-23 00:00:00+00:00,2026-01-28 00:00:00+00:00,5,2.01,13.216,12.856,converged
